TICKETID;ASSETNUM;DESCRIPTION;CLASSSTRUCTUREID;REPORTDATE;REPORTEDBY;SITEID;STATUS;STATUSDATE
2129521;10380;Manera maletero izquierdo rota No se puede abrir;1781;7/5/2025 7:30 AM;0041716;;CLOSED;11/3/2025 1:06 AM
2129600;13751;La QR. no encontrado, no funciona;4219;7/5/2025 2:43 PM;0006515;;CLOSED;7/15/2025 12:53 PM
2129620;13868;"Micrófonos no funcionan
Tablet no funciona 
Pantallas del bus delantera y trasera  siempre encendid";1680;7/5/2025 4:25 PM;0018379;;RESOLVED;9/4/2025 2:59 PM
2129629;11162;Cuando empieza a reducir hay momentos que queda como las marcha bloqueada lo ponemos en punto muert;1530;7/5/2025 4:30 PM;0052865;;CLOSED;11/2/2025 8:30 PM
2129637;10004;Ruido y vibración muy fuerte al girar a la izquierda apartir de 80/90kmh;1555;7/5/2025 4:38 PM;0053338;;CLOSED;10/12/2025 7:07 PM
2129640;3768;En frío hay veces que no arranca con la llave de contacto, se debe arrancar desde la parte trasera;1510;7/5/2025 5:08 PM;0008808;;CLOSED;11/30/2025 3:11 PM
2129642;3768;WC Tapa de dentro de cae;1742;7/5/2025 5:08 PM;0008808;;CLOSED;9/3/2025 8:01 AM
2103188;11308;Nevera trasera tiene puerta rota y no cierra bien y tampoco funciona ( no enfría);1936;5/30/2025 7:30 PM;0038653;;CLOSED;9/1/2025
2103189;4943;Zona cabina, en los viajeros enfría poco.;1590;5/30/2025 7:37 PM;0019588;;CLOSED;9/28/2025 4:58 PM
2101341;4338;GRUA AVERIA MECANICA;;5/28/2025 9:17 AM;1885;;CLOSED;10/19/2025 2:43 PM
2101350;7372;Se mueve mucho el cecanismo de la rampa de PMR;1812;5/28/2025 9:59 AM;0008751;;CLOSED;9/21/2025 5:02 PM
2116449;11164;Falta carcasa derecha,cables al aire;1810;6/17/2025 8:31 PM;0052743;;CLOSED;9/21/2025 5:48 PM
2107539;3665;Pantallas individuales no encienden;4042;6/5/2025 4:15 PM;0053957;;CLOSED;9/14/2025 4:24 PM
2108439;11186;El líquido de refrigeración Llaneando va a noventa y cinco grados centígrados, y subiendo cuestas a;1508;6/7/2025 3:46 AM;0009126;;CLOSED;9/14/2025 4:40 PM
2132537;11161;Fuga de liquido refrigerante;1522;7/9/2025 6:56 PM;0015154;;CLOSED;11/3/2025
2132592;4699;No habré el maletero derecho el que esta al lado del baño;1791;7/9/2025 9:22 PM;0057365;;CLOSED;10/12/2025 7:14 PM
2106674;4339;39 ó 40 y 59.;1710;6/4/2025 10:22 AM;0019588;;CLOSED;9/21/2025 5:27 PM
2107003;13569;No funciona;2022;6/5/2025 6:24 AM;0056705;;CLOSED;9/7/2025 3:28 PM
2120947;13258;Vehiculo 13258 supera 80 dias sin descargar. Ultima registrada el 01/04/2025;4125;6/23/2025 7:01 AM;MAXADMIN;;CLOSED;9/28/2025 5:07 PM
2100792;10365;Se enciende señal Bateria-Alternador;1632;5/27/2025 9:45 PM;0032149;;CLOSED;9/1/2025
2121235;11935;No reduce en las bajadas;1548;6/23/2025 7:21 PM;0009445;;RESOLVED;6/27/2025 7:22 AM
2121936;11935;REPARAR LUNA PARABRISAS (24/06/2025);;6/24/2025 4:57 PM;1383;;CLOSED;6/24/2025 5:37 PM
2097926;11140;Insectos picadores en las butacas y baño lleno de moscas pequeñas;1696;5/23/2025 5:10 PM;0019993;;RESOLVED;5/26/2025 7:16 AM
2103738;10384;Le cuesta subir.;1516;5/31/2025 10:40 AM;0018129;;CLOSED;9/7/2025 2:41 PM
2108931;13057;Aviso de portón trasero abierto.;1636;6/7/2025 9:05 AM;0006410;;CLOSED;9/21/2025 5:32 PM
2108998;13056;Regleta derecha de posición e intermitente fundida;1660;6/7/2025 2:16 PM;0013036;;CLOSED;9/28/2025 5:24 PM
2130958;10802;Código de error 84(sin comunicacion inalambrica);1692;7/7/2025 7:13 PM;0009066;;CLOSED;11/2/2025 5:57 PM
2134123;4326;Vehiculo 4326 supera 60 dias sin descargar. Ultima registrada el 12/05/2025;4124;7/12/2025 7:01 AM;MAXADMIN;;CLOSED;12/7/2025 3:05 PM
2107418;10497;REPARAR LUNA PARABRISAS (03/06/2025);;6/5/2025 9:13 AM;1383;;CLOSED;6/5/2025 9:25 AM
2107658;10805;No se puede cerrar el bus.;1789;6/5/2025 11:17 PM;0057839;;CLOSED;10/12/2025 4:59 PM
2117938;10425;Fuga de aceite lado derecho a la altura del radiador.;1524;6/19/2025 7:45 AM;0005870;;CLOSED;10/12/2025 6:11 PM
2117957;10364;Cinturón no recoge;1710;6/19/2025 8:27 AM;0057861;;CLOSED;9/28/2025 5:54 PM
2118007;10657;Asiento 4 roto el reclinable, se vence hacia atrás, no ofrece resistencia.;1720;6/19/2025 11:00 AM;0016001;;CLOSED;11/2/2025 10:09 PM
2121937;11162;El bus no sube. Y en parado se keda retenblado, y tarda mucho en reanudar la marcha.;1516;6/24/2025 5:01 PM;0006622;;CLOSED;11/2/2025 8:30 PM
2122033;13771;Se le baja la suspensión y es muy difícil subir paso con vehículo parado en otros de la misma marca;1565;6/24/2025 10:41 PM;0033407;;CLOSED;11/2/2025 11:29 PM
2123253;11175;Tira a la derecha y vbra la direccion;1563;6/26/2025 10:55 AM;0056437;;PREVIOUS;7/31/2025 7:14 PM
2100783;10394;Señal de avería;1590;5/27/2025 9:03 PM;0001569;;CLOSED;8/31/2025 10:43 PM
2101344;13057;boca de llenado para el baño le falta;1740;5/28/2025 9:35 AM;0035781;;CLOSED;9/7/2025 3:30 PM
2101365;11997;fallo del aa;;5/28/2025 11:01 AM;985;362;CLOSED;8/31/2025 8:03 PM
2101422;10883;No sale agua por el limpiaparabrisaa del conductor;1787;5/28/2025 1:41 PM;0036187;;PREVIOUS;5/28/2025 3:30 PM
2127598;10364;Rueda derecha delantera desgaste anormal por la parte exterior de la rueda en condiciones suena a a;1818;7/2/2025 8:02 PM;0031817;;CLOSED;10/19/2025 4:25 PM
2127681;10387;Es un peligro en cualquier momento se queda tirado, subiendo al bajar marcha para subir revolucione;1536;7/3/2025 3:28 AM;0032181;;CLOSED;7/14/2025 5:20 PM
2098489;10411;Butaca 11 no tiene palanca y no queda sujeta se va hacia atrás;1720;5/24/2025 2:47 PM;0037619;;CLOSED;11/16/2025 2:09 PM
2098970;10405;Vehiculo 10405 supera 80 dias sin descargar. Ultima registrada el 05/03/2025;4125;5/25/2025 7:01 AM;MAXADMIN;;RESOLVED;6/3/2025 11:57 AM
2099086;10395;no hay cable para cargar el ITOS.;1932;5/25/2025 6:03 PM;0040307;;CLOSED;8/31/2025 10:43 PM
2103862;3842;Lo que no funciona es el regulador de velocidad;2004;5/31/2025 8:39 PM;0008928;;CLOSED;9/14/2025 4:29 PM
2103896;13026;Lado derecho lleva un grillo algunas veces insoportable trapecio jodido;1555;5/31/2025 11:25 PM;0002867;;CLOSED;9/28/2025 5:07 PM
2109510;13404;Vehiculo 13404 supera 80 dias sin descargar. Ultima registrada el 17/03/2025;4125;6/8/2025 7:01 AM;MAXADMIN;;CLOSED;9/14/2025 4:10 PM
2117135;13563;REPARAR LUNA ASTURCRIS;;6/18/2025 10:44 AM;733;;CLOSED;10/12/2025 6:08 PM
2117266;13059;Se reinicia y se queda cargando o en blanco;4213;6/18/2025 4:31 PM;0041834;;CLOSED;11/2/2025 9:56 PM
2117348;13026;Se va hacia la derecha.;1563;6/18/2025 8:29 PM;0015793;;CLOSED;11/2/2025 9:48 PM
2097784;11174;Se desconecta;1592;5/23/2025 8:23 AM;0037406;;CLOSED;9/28/2025 4:21 PM
2108905;10795;Vehiculo 10795 supera 60 dias sin descargar. Ultima registrada el 07/04/2025;4124;6/7/2025 7:02 AM;MAXADMIN;;CLOSED;9/21/2025 5:32 PM
2108945;13061;No carga cable itos;1684;6/7/2025 10:13 AM;0037885;;CLOSED;9/28/2025 5:09 PM
2108965;10744;3 eje se queda bloqueado;1573;6/7/2025 11:36 AM;0052865;;CLOSED;9/21/2025 5:19 PM
2131560;13769;Sistema detección lateral vehículos deja de funcionar, a la vez que cambio involuntario de carril.;1636;7/8/2025 11:47 AM;0014983;;RESOLVED;7/15/2025 10:23 PM
2134151;13404;Suena ruido zona motor;1581;7/12/2025 10:20 AM;0030055;;CLOSED;11/2/2025 10:49 PM
2134198;13012;LOS ENCHUFES DE LAS PLAZAS 11 y 12 NO funcionan.;1678;7/12/2025 3:35 PM;0001103;;RESOLVED;9/30/2025 2:59 PM
2134218;13765;reparar maleteros;;7/12/2025 6:31 PM;736;;CLOSED;11/3/2025 2:35 AM
2134241;11161;Falta botón de apertura de la puerta.;1775;7/12/2025 8:22 PM;0007911;;RESOLVED;9/18/2025 3:59 PM
2134247;13769;Mete mucho ruido ventanilla por la parte superior izquierda;2022;7/12/2025 9:09 PM;0051781;;CLOSED;11/3/2025 2:35 AM
2135764;11178;Pierde líquido refrigerante;1522;7/15/2025 9:41 AM;0037646;;CLOSED;11/3/2025 3:01 AM
2135952;13770;Regular altura luces;1664;7/15/2025 4:52 PM;0001213;;CLOSED;11/3/2025 3:10 AM
2135984;10657;Enfria bien,pero el difusor izquierdo del conductor no hecha aire.;1590;7/15/2025 6:25 PM;0056437;;CLOSED;11/3/2025 3:08 AM
2135998;10391;En vez en cuando al relentin parece como que se parara se queda a baja aceleración y empieza el cua;1518;7/15/2025 7:08 PM;0032334;;CLOSED;11/16/2025 2:52 PM
2136029;3783;Salta en el cuadro fallo ABS y ASR. A esto hay que añadirle que ha dejado de funcionar el control d;1540;7/15/2025 9:13 PM;0041476;;CLOSED;11/3/2025 3:10 AM
2136030;4931;No funciona la nevera.;1936;7/15/2025 9:34 PM;0041729;;CLOSED;12/7/2025 3:36 PM
2112010;3704;O bien no deja de enfriar o bien no enciende;1590;6/11/2025 10:08 PM;0041336;;CLOSED;9/28/2025 5:35 PM
2118313;13009;NIVEL REFRIGERANTE BAJO;;6/20/2025 2:39 AM;452;;CLOSED;9/21/2025 5:58 PM
2105261;2890;Asiento de detrás del conductor no sujeta el respaldo es el del pasillo;1720;6/2/2025 3:43 PM;0057346;;CLOSED;10/19/2025 2:56 PM
2111264;10426;TESTIGO PPC LIMITADO;1636;6/11/2025 3:47 AM;0009126;;CLOSED;9/28/2025 5:32 PM
2122788;13026;Alternador no carga;1632;6/26/2025 1:16 AM;0009607;;CLOSED;11/3/2025 1:10 AM
2130105;3849;Vehiculo 3849 supera 80 dias sin descargar. Ultima registrada el 15/04/2025;4125;7/6/2025 7:01 AM;MAXADMIN;;RESOLVED;7/8/2025 8:50 AM
2130178;10739;Tratamiento posterior gases escape averiado;4337;7/6/2025 2:57 PM;0007332;;CLOSED;10/19/2025 4:27 PM
2130268;10438;Testigo PPC limitado, No tiene llaves de maleteros exteriores ni llave de AdBlue;1636;7/6/2025 9:17 PM;0009126;;CLOSED;11/3/2025 1:06 AM
2130300;13770;Falla elevalunas y no enfría aire acondicionado;2022;7/6/2025 10:59 PM;0051781;;CLOSED;11/3/2025 1:09 AM
2130382;10663;AVERÍA PUERTA;;7/7/2025 6:47 AM;567;;CLOSED;10/12/2025 7:07 PM
2099507;4347;Vehiculo 4347 supera 80 dias sin descargar. Ultima registrada el 24/02/2025;4125;5/26/2025 7:01 AM;MAXADMIN;;CLOSED;9/21/2025 4:52 PM
2097866;10424;Rellenar aceite 3 litros.;1624;5/23/2025 1:33 PM;0005870;;CLOSED;9/7/2025 3:28 PM
2109402;11178;Vehiculo 11178 supera 80 dias sin descargar. Ultima registrada el 04/03/2025;4125;6/8/2025 7:01 AM;MAXADMIN;;CLOSED;9/28/2025 4:28 PM
2112379;11178;Vehiculo 11178 supera 80 dias sin descargar. Ultima registrada el 04/03/2025;4125;6/12/2025 7:01 AM;MAXADMIN;;CLOSED;9/28/2025 4:28 PM
2112739;10428;Brazo entero del espejo muy flojo;1810;6/13/2025;0013736;;CLOSED;10/12/2025 9:26 PM
2123963;3650;limpieza de radiador y motor;;6/27/2025 10:47 AM;494;;CLOSED;10/12/2025 6:37 PM
2125751;2890;Vehiculo 2890 supera 80 dias sin descargar. Ultima registrada el 23/03/2025;4125;6/30/2025 7:01 AM;MAXADMIN;;CLOSED;10/19/2025 2:52 PM
2101717;13024;Los mandos de controles del aire se quedan bloqueados ! És decir quieres subir , bajar la temperatu;1594;5/29/2025 6:57 AM;0055992;;CLOSED;9/21/2025 5:01 PM
2121949;10561;Reparación ITOS CM5X210093 C-10561;;6/24/2025 5:43 PM;889;;CLOSED;7/24/2025 11:25 AM
2123239;10409;REPARAR LUNA ASTURCRIS;;6/26/2025 9:58 AM;733;;CLOSED;10/12/2025 6:34 PM
2100270;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 30/01/2025;4125;5/27/2025 7:01 AM;MAXADMIN;;RESOLVED;5/27/2025 7:25 AM
2110238;13056;Les falta el tirador de reclinar a las plazas 7. 11. 15. 19;1712;6/9/2025 1:43 PM;0002344;;CLOSED;11/30/2025 2:27 PM
2117962;10638;Luz de cruce izda fundida;1662;6/19/2025 8:33 AM;0058665;;CLOSED;10/12/2025 6:54 PM
2118189;10639;Da fallo de sobrecalentamiento;1542;6/19/2025 6:26 PM;0015396;;CLOSED;6/23/2025 5:23 PM
2118190;10639;Tacógrafo;1636;6/19/2025 6:26 PM;0015396;;CLOSED;9/21/2025 5:57 PM
2098435;13008;correa aire cambiar;1579;5/24/2025 9:18 AM;0005339;;CLOSED;9/7/2025 3:29 PM
2098538;13008;-;1680;5/24/2025 6:05 PM;0056095;;PLAN;5/25/2025 6:24 AM
2109539;10713;Falta espejo interior para vigilar pasajeros;1810;6/8/2025 10:04 AM;0006639;;CLOSED;11/30/2025 2:27 PM
2109715;10365;Sin aguaLimpia no echa agua;1654;6/9/2025 5:47 AM;0008426;;CLOSED;9/21/2025 5:34 PM
2113409;10821;espejo Falta embellecedor izquierdo;1810;6/13/2025 10:00 PM;0041623;;RESOLVED;9/26/2025 2:38 PM
2113416;10664;Sensor de presión del neumático del tercer eje trasero derecho, no funciona.;1636;6/13/2025 11:01 PM;0006749;;CLOSED;9/28/2025 5:41 PM
2125857;4336;Vehiculo 4336 supera 60 dias sin descargar. Ultima registrada el 30/04/2025;4124;6/30/2025 7:01 AM;MAXADMIN;;CLOSED;11/2/2025 7:44 PM
2125918;10065;No cierra la guillotina y cae todo a la carretera;1740;6/30/2025 8:37 AM;0006639;;CLOSED;11/2/2025 8:54 PM
2126054;11309;El reposapies de la plaza 9 se sube solo.;1712;6/30/2025 2:43 PM;0060219;;CLOSED;11/3/2025
2126149;11283;Cuando se llena el.liquido del.inodoro, sigo.tirandolo todo y no mantiene nada en su interior;1740;6/30/2025 8:30 PM;0030980;;CLOSED;11/30/2025 3:09 PM
2126195;13876;La palanca que permite que el asiento se desplace hacia el pasillo de la plaza número 4 está mal y;1720;6/30/2025 11:28 PM;0015755;;PLAN;7/2/2025 7:13 AM
2112664;10814;"Da avería de a/a conductor y pasajeros 

No enfría";1590;6/12/2025 7:11 PM;0008060;;RESOLVED;6/13/2025 7:18 AM
2119080;3068;"Ruleta de luces .
Al ponerlas se unido";1662;6/20/2025 8:19 PM;0004300;;CLOSED;9/21/2025 5:59 PM
2101349;7372;Fuga de idraulico de palancas de las patas para nivelación del camión;1524;5/28/2025 9:59 AM;0008751;;CLOSED;10/19/2025 4:33 PM
2101423;10883;Tiene alguna red portare vistas rota;1720;5/28/2025 1:41 PM;0036187;;PREVIOUS;5/28/2025 3:30 PM
2104484;10658;Luna delantera muy rajada;1799;6/1/2025 7:56 AM;0005339;;CLOSED;9/28/2025 4:14 PM
2104508;11173;Delantera izquierda no se puede circular con ella. Traseras para cambiar ya, no dan profundidad mín;1818;6/1/2025 12:07 PM;0014983;;RESOLVED;6/2/2025 11:00 AM
2104512;10065;Cuando se pone el segundo punto sale la señal De temperatura del retardar y queda inactivo. Siempre;1544;6/1/2025 12:19 PM;0006639;;CLOSED;11/2/2025 8:54 PM
2110313;10824;El lavabo se vence hacia delante.;1740;6/9/2025 4:26 PM;0030869;;CLOSED;11/2/2025 8:16 PM
2118191;10639;Y trasera no funcionan con el botón;1775;6/19/2025 6:26 PM;0015396;;CLOSED;9/21/2025 5:57 PM
2110277;11140;Ruido(golpe fuerte) al pasar bache, badenes y rotondas, donde la suspensión tiene que trabajar...;1555;6/9/2025 3:22 PM;0058251;;CLOSED;9/21/2025 5:35 PM
2110278;11140;a.a Enfría poco...;1592;6/9/2025 3:22 PM;0058251;;CLOSED;9/21/2025 5:36 PM
2113447;13768;"Cruce: apenas alumbran.
Largas: como si fueran de cruce.

No hay largas y menos súper largas (es un";1662;6/14/2025;0038653;;CLOSED;11/23/2025 2:29 PM
2113910;10415;Revisar manguito del anticongelante;1522;6/14/2025 8:08 AM;0015071;;CLOSED;9/21/2025 5:45 PM
2114042;10400;Fallo de refrigeracion;1590;6/14/2025 10:51 PM;0037555;;CLOSED;10/12/2025 6:00 PM
2112011;3704;Salta el automático y cuando consigues activarlo no cargan las películas ni el contenido;1676;6/11/2025 10:08 PM;0041336;;CLOSED;10/12/2025 5:41 PM
2102320;10794;Sale aire caliente llegando a temperaturas interiores de 45 grados;1590;5/29/2025 6:24 PM;0038838;;CLOSED;8/31/2025 11:31 PM
2103092;10715;Bloquear/activar a nueva empresa CALECAR-;4340;5/30/2025 2:32 PM;DYS;;CLOSED;10/12/2025 4:24 PM
2126886;10409;Lateral izquierdo fundidas;1668;7/1/2025 8:41 PM;0056168;;CLOSED;10/12/2025 6:55 PM
2126912;10819;No se abre  la puerta del depósito de AdBlue;1793;7/1/2025 9:32 PM;0009126;;CLOSED;10/12/2025 6:54 PM
2126913;13764;AVERIA AQUATARDER;;7/1/2025 9:33 PM;288;;CLOSED;10/19/2025 4:24 PM
2119572;4943;Vehiculo 4943 supera 80 dias sin descargar. Ultima registrada el 20/03/2025;4125;6/21/2025 7:01 AM;MAXADMIN;;CLOSED;10/19/2025 3:37 PM
2119640;4342;Neumático delantera del lado del copiloto tiene una rajadura....;1818;6/21/2025 9:23 AM;0009445;;CLOSED;10/12/2025 6:26 PM
2102366;11161;Chivato en cendido de la cervi y gira mal;1559;5/29/2025 9:04 PM;0006622;;CLOSED;9/21/2025 5:06 PM
2102460;10369;Ruido y vibraciones en eje delantero lado derecho.;1555;5/30/2025 1:27 AM;0008949;;CLOSED;9/7/2025 3:22 PM
2102474;13759;No se cierra en cuanto toca al cerrase se vuelve a abrir;1777;5/30/2025 2:12 AM;0012694;;CLOSED;9/1/2025
2104554;13023;El itos no coge carga y se calienta mucho;4212;6/1/2025 3:27 PM;0038789;;CLOSED;10/12/2025 4:20 PM
2104598;10817;La nevera no funciona no enfría;1936;6/1/2025 6:51 PM;0019089;;RESOLVED;9/19/2025 2:15 PM
2104627;13381;Cae agua en las plazas 123 y 124;1724;6/1/2025 9:03 PM;0014023;;CLOSED;11/23/2025 2:20 PM
2104663;13306;Entra agua en el maletero del lado izquierdo;1783;6/1/2025 11:14 PM;0039178;;CLOSED;11/2/2025 7:02 PM
2104681;13008;Gotea un poco de anticongelante.;1522;6/2/2025 1:01 AM;0001103;;CLOSED;9/7/2025 3:29 PM
2099592;10822;Se ha descolgado maletero derecho,primero,reparar,llegará por la tarde,urgente;1781;5/26/2025 7:12 AM;0000641;;CLOSED;8/31/2025 8:39 PM
2099914;11161;LAVADO CARROCERIA MENSUAL;;5/26/2025 9:46 PM;351;;CLOSED;9/7/2025 2:30 PM
2100039;13008;No funciona el micrófono del conductor ni el del guia;1680;5/27/2025 5:30 AM;0053224;;PLAN;5/27/2025 6:17 AM
2110465;11308;Rueda delantera derecha;1818;6/10/2025 1:21 AM;0055992;;CLOSED;10/12/2025 5:27 PM
2112667;13765;Falta llave para repostar adblue el autobús no se puede repostar;1793;6/12/2025 7:43 PM;0031422;;CLOSED;9/1/2025 7:09 AM
2133566;10393;Avisa reponer 4 litros de aceite...;1636;7/11/2025 7:04 AM;0051676;;RESOLVED;7/11/2025 11:58 AM
2134331;13865;La rejilla de ventilación situada encima de la puerta trasera se ha caído y los filtros también.;1594;7/13/2025 5:40 AM;0019384;;CLOSED;10/19/2025 4:37 PM
2119107;10646;Al parecer está atascado ya que huele muy mal insalubre;1740;6/20/2025 9:40 PM;0054503;;CLOSED;10/12/2025 6:17 PM
2119109;13259;Cambiar filtro de gasoil;1516;6/20/2025 9:51 PM;0030792;;CLOSED;6/23/2025 2:11 PM
2108847;13404;Vehiculo 13404 supera 80 dias sin descargar. Ultima registrada el 17/03/2025;4125;6/7/2025 7:01 AM;MAXADMIN;;CLOSED;9/14/2025 4:10 PM
2108922;3705;Cuando metes tarjeta no termina de enganchar;1690;6/7/2025 7:16 AM;0006458;;CLOSED;11/30/2025 2:26 PM
2114044;10400;No bloquea al usar el cierre centralizado, no actúan los pasadores;1777;6/14/2025 10:51 PM;0037555;;RESOLVED;10/29/2025 7:41 PM
OBT953519_110;13768;Revisión de todas las luces y/o intermitentes: Parte trasera: No tiene luz matricula;1616;6/15/2025;0055992;;CLOSED;11/2/2025 9:18 PM
2114064;13770;Marca fallo camara espejos.Fallo asistencia conductor.Fallo detector carril.;1636;6/15/2025 1:12 AM;0056437;;CLOSED;11/2/2025 9:12 PM
2112687;13063;Led diurno delantero derecho no funciona;1660;6/12/2025 9:41 PM;0041413;;CLOSED;9/28/2025 5:39 PM
2113299;13769;Me da la sensación que el espejo derecho (pantalla) no tiene la misma regulación que el izquierdo,;2026;6/13/2025 2:50 PM;0017301;;CLOSED;11/2/2025 9:01 PM
2113383;13026;No funcionan los sensores de adelantamiento, da fallo en todo lo que se refiere a asistencia Dell c;1628;6/13/2025 9:08 PM;0004605;;RESOLVED;10/7/2025 7:07 AM
2123926;10437;Ruedas eje tracción con pequeño desgaste anormal por el centro,no es urgente pero si recomendable h;1818;6/27/2025 8:27 AM;0005870;;CLOSED;10/12/2025 6:37 PM
2124082;3783;En subidas prolongadas sube la temperatura.  En cuanto llanea baja .;1510;6/27/2025 6:12 PM;0019588;;CLOSED;11/3/2025
2124173;11173;Se queda sin aire, saltando en cuadro el testigo de parada...;1775;6/28/2025;0058251;;PLAN;6/30/2025 12:05 PM
2124196;13077;Golpes continuos y la dirección tiembla brusca a alta velocidad.;1555;6/28/2025 2:46 AM;0058070;;PLAN;7/16/2025 11:52 AM
2111054;3842;Temperatura 104 y 105 ¿¿;1506;6/10/2025 2:32 PM;0051006;;CLOSED;9/14/2025 4:44 PM
2104720;10406;Plaza 33 respaldo suelto;1720;6/2/2025 6:10 AM;0017504;;RESOLVED;9/9/2025 8:01 PM
2112535;3847;Los logos están bien (no sabía dónde meter lo siguiente). Golpe y roce en esquina inferior izquierd;4070;6/12/2025 10:57 AM;0019928;;CLOSED;7/24/2025 10:23 AM
2123332;13026;fallo alternador 2;;6/26/2025 2:50 PM;418;251;CLOSED;10/12/2025 6:34 PM
2124004;10646;Palanca rota;1746;6/27/2025 1:24 PM;0018379;;CLOSED;10/12/2025 6:38 PM
2126937;13865;No lee las tarjetas;1694;7/1/2025 11:21 PM;0012694;;INPROG;7/2/2025 6:23 AM
2100870;10817;Se enciende pero no enfria;1936;5/28/2025 2:17 AM;0041410;;RESOLVED;9/19/2025 2:15 PM
2113358;13769;No enfria constantemente, va a golpes,;1592;6/13/2025 7:04 PM;0017301;;CLOSED;11/2/2025 9:01 PM
2113448;10427;Suena un zumbido continuo bastante elevado. Como si fuese de un rodamiento.;1555;6/14/2025;0014644;;CLOSED;9/28/2025 5:41 PM
2113903;11309;Enfría bien,pero tira agua por la bandeja de dentro,por el centro del autobús.Temperarura del clima;1592;6/14/2025 7:33 AM;0039344;;NOPRO;6/16/2025 7:30 AM
2113918;4044;Se echa hacia atras si se sienta uba persona;1720;6/14/2025 9:11 AM;0019722;;CLOSED;11/2/2025 9:18 PM
2134742;3783;Bomba inodoro sin presión de agua;1740;7/13/2025 10:33 PM;0041941;;RESOLVED;10/24/2025 6:58 PM
2119576;2890;Vehiculo 2890 supera 80 dias sin descargar. Ultima registrada el 23/03/2025;4125;6/21/2025 7:01 AM;MAXADMIN;;CLOSED;10/19/2025 2:52 PM
2109043;13754;Alarma activa, retardador no disponible;1542;6/7/2025 6:36 PM;0030616;;CLOSED;9/14/2025 4:40 PM
2114401;11178;Vehiculo 11178 supera 80 dias sin descargar. Ultima registrada el 04/03/2025;4125;6/15/2025 7:01 AM;MAXADMIN;;CLOSED;9/28/2025 4:28 PM
2114501;4943;Vehiculo 4943 supera 80 dias sin descargar. Ultima registrada el 20/03/2025;4125;6/15/2025 7:01 AM;MAXADMIN;;CLOSED;10/19/2025 3:37 PM
2114062;13770;Se vá a la derecha;1563;6/15/2025 1:12 AM;0056437;;CLOSED;9/28/2025 5:42 PM
2124634;11174;"Fuga de aceite en el motor.
Porton trasero salpicado de aceite.";1524;6/28/2025 2:54 PM;0035847;;CLOSED;10/19/2025 4:16 PM
2124642;10661;Brazo espejo izquierdo doblado. No se puede regular correctamente. Reparar o cambiar.;1806;6/28/2025 3:48 PM;0014983;;RESOLVED;10/18/2025 3:20 PM
2102340;3068;Perdida en una  T de las tuberías;4253;5/29/2025 7:28 PM;0040668;;CLOSED;8/31/2025 9:47 PM
2102424;10381;Le falta la llave del ablu no se puede echar;1793;5/29/2025 11:34 PM;0001620;;RESOLVED;5/30/2025 7:06 AM
2127590;10664;Al vender billetes no los imprime.;1834;7/2/2025 7:29 PM;0014679;;CLOSED;11/30/2025 3:10 PM
2121222;13023;Hace calor en la planta baja y frío en la planta de arriba.;1592;6/23/2025 6:12 PM;0033546;;CLOSED;10/12/2025 6:26 PM
2121234;11935;Aparece en la pantalla la frase freno continuo sin potencia;1544;6/23/2025 7:21 PM;0009445;;RESOLVED;6/27/2025 7:22 AM
2104940;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 30/01/2025;4125;6/2/2025 7:01 AM;MAXADMIN;;RESOLVED;6/2/2025 7:18 AM
2099786;11164;;;5/26/2025 3:14 PM;584;;CLOSED;8/31/2025 10:05 PM
2102266;3704;SOBRECALENTAMIENTO MOTOR;1510;5/29/2025 4:00 PM;767;;CLOSED;8/31/2025 10:08 PM
2114058;11175;Falta fosforito de tuercas traseras de las gemelas izquierdas, rota.;1818;6/15/2025;0006749;;CLOSED;9/28/2025 5:41 PM
2130836;13259;SUST RUEDAS DIERCCION (VIBRA);;7/7/2025 2:12 PM;351;;CLOSED;11/3/2025 1:11 AM
2130845;13057;LAVADO CARROCERIA MENSUAL;;7/7/2025 2:33 PM;351;;CLOSED;11/3/2025 1:11 AM
2130846;11163;LAVADO CARROCERIA MENSUAL;;7/7/2025 2:35 PM;351;;CLOSED;10/12/2025 7:07 PM
0203-2025-001127;3836;ESQUINA TRASERA DERECHA Y FARO;1845;7/8/2025 1:23 PM;MXINTADM;468;NEW;7/8/2025 1:25 PM
2119756;10562;Avisa, anomalía motor y otros iconos alerta en cuadro. Falta de potencia en subida considerable.;1516;6/21/2025 7:40 PM;0051676;;RESOLVED;6/23/2025 8:33 AM
2100546;13408;REPARAR LUNA ASTURCRIS;;5/27/2025 11:51 AM;733;;CLOSED;9/14/2025 4:21 PM
2114676;13057;Camara descolgada;1758;6/15/2025 2:18 PM;0050985;;CLOSED;11/2/2025 9:12 PM
2114698;10365;Tiene rroto el tapón del gasoil;1526;6/15/2025 4:29 PM;0031363;;CLOSED;9/21/2025 5:48 PM
2114749;10415;Faltan carcasas retrovisor derecho y se ha soltado un conector eléctrico...;1810;6/15/2025 8:42 PM;0051676;;CLOSED;9/21/2025 5:48 PM
2114802;13422;"En la parte de abajo del doble piso no enfría y en muchos asientos
 no sale NADA de aire con las co";1590;6/15/2025 11:55 PM;0038653;;CLOSED;9/21/2025 5:48 PM
